"","都道府県名","所在地","標高","水源種別","利用目的","井戸深度","採水標高","気温","水温","湧出量","水質(外観臭味)","pH","toukei","hokui"
"4309","秋田県","大館市十二所",NA,"湧泉","温泉・鉱泉",NA,NA,NA,57,NA,NA,8.1,140.647222222222,40.2111111111111
"4310","秋田県","大館市十二所",NA,"湧泉","温泉・鉱泉",NA,NA,NA,54,NA,NA,7,140.647222222222,40.2111111111111
"4311","秋田県","大館市十二所",NA,"湧泉","温泉・鉱泉",NA,NA,NA,42.5,NA,NA,8.2,140.647222222222,40.2111111111111
"4312","秋田県","大館市十二所",NA,"湧泉","温泉・鉱泉",NA,NA,NA,61,NA,NA,8.2,140.647222222222,40.2111111111111
"4313","秋田県","大館市十二所",NA,"湧泉","温泉・鉱泉",NA,NA,NA,63,NA,NA,8.2,140.647222222222,40.2111111111111
"4314","秋田県","南秋田郡五城目町富津内",NA,"湧泉","温泉・鉱泉",NA,NA,NA,13.1,NA,NA,8.8,140.227777777778,39.9611111111111
"4315","秋田県","男鹿市湯本",NA,"湧泉","温泉・鉱泉",NA,NA,NA,55,NA,NA,6.7,139.747222222222,39.9694444444444
"4316","秋田県","仙北郡田沢湖町神代字夏瀬",NA,"湧泉","温泉・鉱泉",NA,NA,NA,45.2,NA,NA,7.6,140.697222222222,39.625
"4317","秋田県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,31,NA,NA,6.6,140.622222222222,40.4111111111111
"4318","秋田県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,46,NA,NA,6.2,140.611111111111,40.4194444444444
"4319","秋田県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,31,NA,NA,6.6,140.622222222222,40.4111111111111
"4320","秋田県",NA,NA,"井戸","温泉・鉱泉",NA,NA,NA,46,NA,NA,6.2,140.611111111111,40.4194444444444
"4321","秋田県","秋の宮温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,84,NA,NA,7.2,140.541666666667,38.9555555555556
"4322","秋田県","秋の宮温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,70,NA,NA,7.2,140.533333333333,38.9583333333333
"4323","秋田県","秋の宮温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,97,NA,NA,3.2,140.558333333333,38.9611111111111
"4324","秋田県","秋の宮温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,95,NA,NA,3,140.558333333333,38.9611111111111
"4325","秋田県","秋の宮温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,47,NA,NA,6.8,140.580555555556,38.95
"4326","秋田県","皆瀬温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,80,NA,NA,8,140.663888888889,39.0027777777778
"4327","秋田県","皆瀬温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,60,NA,NA,6.6,140.663888888889,39.0027777777778
"4328","秋田県","皆瀬温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,54,NA,NA,6.5,140.663888888889,39.0027777777778
"4329","秋田県","皆瀬温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,100,NA,NA,8.4,140.691666666667,38.9916666666667
"4330","秋田県","皆瀬温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,99,NA,NA,8.6,140.691666666667,38.9916666666667
"4331","秋田県","皆瀬温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,92,NA,NA,3.2,140.644444444444,38.9805555555556
"4332","秋田県","皆瀬温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,99,NA,NA,4.5,140.619444444444,38.9916666666667
"4333","秋田県","皆瀬温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,74,NA,NA,2.3,140.619444444444,38.9916666666667
"4334","秋田県","皆瀬温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,92,NA,NA,1.2,140.6,38.9944444444444
"4335","秋田県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,97,NA,NA,1.3,140.730555555556,39.9583333333333
"4336","秋田県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,94,NA,NA,1.8,140.730555555556,39.9583333333333
"4337","秋田県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,60,NA,NA,6.5,140.647222222222,40.2111111111111
"4338","秋田県","大館市長走赤湯",NA,"不明","温泉・鉱泉",NA,NA,NA,30,NA,NA,6,140.622222222222,40.4111111111111
"4339","秋田県","鹿角市大湯",NA,"不明","温泉・鉱泉",NA,NA,NA,60,NA,NA,7.5,140.838888888889,40.2916666666667
"4340","秋田県","鹿角市大湯",NA,"不明","温泉・鉱泉",NA,NA,NA,63,NA,NA,7.6,140.838888888889,40.2916666666667
"4341","秋田県","山本郡山本町森岳字木戸ノ沢",NA,"不明","温泉・鉱泉",NA,NA,NA,62,NA,NA,7.4,140.105555555556,40.0833333333333
"4342","秋田県","山本郡山本町森岳字大日下",NA,"不明","温泉・鉱泉",NA,NA,NA,58,NA,NA,8.2,140.105555555556,40.0833333333333
"4343","秋田県","南秋田郡五城目町小倉",NA,"不明","温泉・鉱泉",NA,NA,NA,15,NA,NA,8.6,140.158333333333,39.9583333333333
"4344","秋田県","鹿角市八幡平大字長谷川",NA,"不明","温泉・鉱泉",NA,NA,NA,86,NA,NA,1.8,140.802777777778,39.9694444444444
"4345","秋田県","仙北郡田沢湖町大字田沢",NA,"不明","温泉・鉱泉",NA,NA,NA,51,NA,NA,5.2,140.819444444444,39.7972222222222
"4346","秋田県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,98,NA,NA,1.2,140.730555555556,39.9583333333333
"4347","秋田県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,82,NA,NA,1.2,140.730555555556,39.9583333333333
"4348","秋田県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,100,NA,NA,2.4,140.802777777778,39.9694444444444
"4349","秋田県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,98,NA,NA,8,140.808333333333,40.0083333333333
"4350","秋田県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,100,NA,NA,1.3,140.730555555556,39.9583333333333
"4351","秋田県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,97.3,NA,NA,1.3,140.730555555556,39.9583333333333
"4352","秋田県","小安，泥湯，秋の宮地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,96.5,NA,NA,8.9,140.691666666667,38.9916666666667
"4353","秋田県","小安，泥湯，秋の宮地域",NA,"凝縮水","温泉・鉱泉",NA,NA,NA,98.2,NA,NA,7,140.691666666667,38.9888888888889
"4354","秋田県","小安，泥湯，秋の宮地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,90.8,NA,NA,8.4,140.663888888889,39.0111111111111
"4355","秋田県","小安，泥湯，秋の宮地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,8,NA,NA,7.1,140.630555555556,39.0027777777778
"4356","秋田県","小安，泥湯，秋の宮地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,83.3,NA,NA,5.51,140.619444444444,38.9916666666667
"4357","秋田県","小安，泥湯，秋の宮地域",NA,"凝縮水","温泉・鉱泉","12.0",NA,NA,97.5,NA,NA,5.2,140.619444444444,38.9916666666667
"4358","秋田県","小安，泥湯，秋の宮地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,88.7,NA,NA,1.35,140.6,38.9944444444444
"4359","秋田県","小安，泥湯，秋の宮地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,11.5,NA,NA,6.7,140.594444444444,39.0138888888889
"4360","秋田県","小安，泥湯，秋の宮地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,95.7,NA,NA,2.82,140.558333333333,38.9611111111111
"4361","秋田県","小安，泥湯，秋の宮地域",NA,"井戸","温泉・鉱泉",NA,NA,NA,51.5,NA,NA,7.1,140.580555555556,38.95
"4362","秋田県","小安，泥湯，秋の宮地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,74.5,NA,NA,7.6,140.541666666667,38.9555555555556
"4363","秋田県","小安，泥湯，秋の宮地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,88.5,NA,NA,3.68,140.644444444444,38.9805555555556
"4364","秋田県","小安，泥湯，秋の宮地域",NA,"井戸","温泉・鉱泉","332.0",NA,NA,99.5,NA,NA,8.7,140.663888888889,39.0083333333333
"4365","秋田県","鹿角市八幡平湯瀬",NA,"湧泉","温泉・鉱泉",NA,NA,NA,58,NA,NA,9.2,140.841666666667,40.1222222222222
"4366","秋田県","仙北郡田沢湖町田沢玉川",NA,"湧泉","温泉・鉱泉",NA,NA,NA,98.4,NA,NA,1.2,140.730555555556,39.9583333333333
"4367","秋田県","鹿角市八幡平熊沢国有林地内",NA,"湧泉","温泉・鉱泉",NA,NA,NA,88.2,NA,NA,4,140.802777777778,39.9694444444444
"4368","秋田県","大館市大滝温泉",NA,"井戸","温泉・鉱泉",NA,NA,NA,57.5,NA,NA,7.8,140.647222222222,40.2111111111111
"4369","秋田県","男鹿市北浦湯本草木原",NA,"井戸","温泉・鉱泉",NA,NA,NA,57.5,NA,NA,6.5,139.747222222222,39.9694444444444
"4370","秋田県","由利郡象潟町荒尾下海岸",NA,"井戸","温泉・鉱泉","350.0",NA,NA,26.5,NA,NA,7.4,139.9,39.2138888888889
"4371","秋田県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,29,NA,NA,6.5,140.622222222222,40.4111111111111
"4372","秋田県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,43,NA,NA,6.2,140.611111111111,40.4194444444444
"4373","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,99.3,NA,NA,1.3,140.730555555556,39.9583333333333
"4374","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,97.9,NA,NA,1.2,140.730555555556,39.9583333333333
"4375","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,44.9,NA,NA,2.2,140.730555555556,39.9583333333333
"4376","秋田県","鹿角市",NA,"不明","温泉・鉱泉",NA,NA,NA,62,NA,NA,6.2,140.841666666667,40.1222222222222
"4377","秋田県","鹿角市",NA,"不明","温泉・鉱泉",NA,NA,NA,61,NA,NA,6,140.841666666667,40.1222222222222
"4378","秋田県","鹿角市",NA,"不明","温泉・鉱泉",NA,NA,NA,58,NA,NA,6,140.841666666667,40.1222222222222
"4379","秋田県","大館市",NA,"不明","温泉・鉱泉",NA,NA,NA,57,NA,NA,5.8,140.647222222222,40.2111111111111
"4380","秋田県","二ツ井町",NA,"不明","温泉・鉱泉",NA,NA,NA,41,NA,NA,8,140.216666666667,40.1972222222222
"4381","秋田県","五城目町",NA,"不明","温泉・鉱泉",NA,NA,NA,15,NA,NA,7.5,140.158333333333,39.9583333333333
"4382","秋田県","鹿角市",NA,"不明","温泉・鉱泉",NA,NA,NA,48,NA,NA,6.2,140.819444444444,40.0222222222222
"4383","秋田県","鹿角市",NA,"不明","温泉・鉱泉",NA,NA,NA,92,NA,NA,7.5,140.808333333333,40.0138888888889
"4384","秋田県","鹿角市",NA,"不明","温泉・鉱泉",NA,NA,NA,54,NA,NA,6.6,140.797222222222,39.9972222222222
"4385","秋田県","鹿角市",NA,"不明","温泉・鉱泉",NA,NA,NA,43,NA,NA,3.6,140.797222222222,39.9972222222222
"4386","秋田県","鹿角市",NA,"不明","温泉・鉱泉",NA,NA,NA,83,NA,NA,3,140.802777777778,39.9694444444444
"4387","秋田県","鹿角市",NA,"不明","温泉・鉱泉",NA,NA,NA,82,NA,NA,1.6,140.802777777778,39.9694444444444
"4388","秋田県","鹿角市",NA,"不明","温泉・鉱泉",NA,NA,NA,80,NA,NA,2.4,140.802777777778,39.9694444444444
"4389","秋田県","鹿角市",NA,"不明","温泉・鉱泉",NA,NA,NA,93,NA,NA,2,140.802777777778,39.9694444444444
"4390","秋田県","鹿角市",NA,"不明","温泉・鉱泉",NA,NA,NA,94,NA,NA,2.8,140.802777777778,39.9694444444444
"4391","秋田県","鹿角市",NA,"不明","温泉・鉱泉",NA,NA,NA,95,NA,NA,2,140.822222222222,39.9722222222222
"4392","秋田県","鹿角市",NA,"不明","温泉・鉱泉",NA,NA,NA,93,NA,NA,2,140.730555555556,39.9583333333333
"4393","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,93,NA,NA,1.2,140.730555555556,39.9583333333333
"4394","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,86,NA,NA,1.4,140.730555555556,39.9583333333333
"4395","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,96,NA,NA,2.4,140.730555555556,39.9583333333333
"4396","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,96,NA,NA,1.8,140.730555555556,39.9583333333333
"4397","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,95,NA,NA,1.4,140.730555555556,39.9583333333333
"4398","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,92,NA,NA,1.4,140.730555555556,39.9583333333333
"4399","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,95,NA,NA,2,140.730555555556,39.9583333333333
"4400","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,59,NA,NA,8.4,140.702777777778,39.9055555555556
"4401","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,45,NA,NA,5.6,140.802777777778,39.8055555555556
"4402","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,52,NA,NA,5.8,140.802777777778,39.8055555555556
"4403","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,75,NA,NA,5.4,140.808333333333,39.8
"4404","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,63,NA,NA,6.8,140.808333333333,39.8027777777778
"4405","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,97,NA,NA,3.6,140.813888888889,39.8
"4406","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,64,NA,NA,3.6,140.802777777778,39.8
"4407","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,61,NA,NA,7.6,140.783333333333,39.8027777777778
"4408","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,59,NA,NA,6.8,140.783333333333,39.8027777777778
"4409","秋田県","田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,37,NA,NA,6.6,140.697222222222,39.625
"4410","秋田県","乳頭、田沢湖地区",NA,"湧泉","温泉・鉱泉",NA,NA,NA,59,NA,NA,6.5,140.783333333333,39.8027777777778
"4411","秋田県","後生掛地熱地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,81.5,NA,NA,1.98,140.802777777778,39.9694444444444
"4412","秋田県","後生掛地熱地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,40.8,NA,NA,2.92,140.802777777778,39.9694444444444
"4413","秋田県","後生掛地熱地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,97.5,NA,NA,2.85,140.802777777778,39.9694444444444
"4414","秋田県","後生掛地熱地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,83.5,NA,NA,2.98,140.802777777778,39.9694444444444
"4415","秋田県","後生掛地熱地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,96.2,NA,NA,2.18,140.802777777778,39.9694444444444
"4416","秋田県","後生掛地熱地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,92,NA,NA,7.92,140.802777777778,39.9694444444444
"4417","秋田県","後生掛地熱地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,95.8,NA,NA,2.52,140.802777777778,39.9694444444444
"4418","秋田県","後生掛地熱地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,97,NA,NA,2.33,140.802777777778,39.9694444444444
"4419","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,96.5,NA,NA,1.98,140.802777777778,39.9694444444444
"4420","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,94.4,NA,NA,1.75,140.802777777778,39.9694444444444
"4421","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,51,NA,NA,6,140.822222222222,39.9722222222222
"4422","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,94.6,NA,NA,1.95,140.822222222222,39.9722222222222
"4423","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,47.2,NA,NA,8.48,140.819444444444,40.0222222222222
"4424","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,96.9,NA,NA,8.39,140.808333333333,40.0138888888889
"4425","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,65.8,NA,NA,6.58,140.805555555556,40.0111111111111
"4426","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,58.3,NA,NA,8.12,140.702777777778,39.9055555555556
"4427","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,99.1,NA,NA,1.15,140.730555555556,39.9583333333333
"4428","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,90.7,NA,NA,1.97,140.730555555556,39.9583333333333
"4429","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,96.9,NA,NA,4.23,140.822222222222,39.9722222222222
"4430","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,76,NA,NA,2.08,140.788888888889,39.9944444444444
"4431","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,42.7,NA,NA,2.85,140.797222222222,39.9972222222222
"4432","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,53.4,NA,NA,7.25,140.802777777778,39.8055555555556
"4433","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,42.5,NA,NA,6.82,140.802777777778,39.8
"4434","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,94.7,NA,NA,2.83,140.808333333333,39.8
"4435","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,69.2,NA,NA,7.25,140.808333333333,39.8027777777778
"4436","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,60,NA,NA,6.55,140.783333333333,39.8027777777778
"4437","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,90.1,NA,NA,2.8,140.813888888889,39.8
"4438","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,72.3,NA,NA,8.39,140.780555555556,39.9222222222222
"4439","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,67,NA,NA,8.31,140.780555555556,39.9222222222222
"4440","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,91.1,NA,NA,8.35,140.808333333333,40.0138888888889
"4441","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,63.2,NA,NA,9.15,140.841666666667,40.1222222222222
"4442","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,52.2,NA,NA,8.45,140.586111111111,40.0527777777778
"4443","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,57.4,NA,NA,7.85,140.647222222222,40.2111111111111
"4444","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,98,NA,NA,1.08,140.730555555556,39.9583333333333
"4445","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,38.3,NA,NA,8.12,140.697222222222,39.625
"4446","秋田県","仙岩地域",NA,"不明","温泉・鉱泉",NA,NA,NA,13.6,NA,NA,3.2,140.819444444444,39.7972222222222
"4447","秋田県","栗駒地域",NA,"不明","温泉・鉱泉",NA,NA,NA,66.6,NA,NA,8.3,140.533333333333,38.9583333333333
"4448","秋田県","栗駒地域",NA,"不明","温泉・鉱泉",NA,NA,NA,82,NA,NA,8.76,140.533333333333,38.9583333333333
"4449","秋田県","栗駒地域",NA,"不明","温泉・鉱泉",NA,NA,NA,98.4,NA,NA,9.1,140.663888888889,39.0027777777778
"4450","秋田県","栗駒地域",NA,"不明","温泉・鉱泉",NA,NA,NA,40.1,NA,NA,9.15,140.411111111111,39.0222222222222
"4451","秋田県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,42.2,NA,NA,6.5,140.611111111111,40.4194444444444
"4452","秋田県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,28.5,NA,NA,6.3,140.622222222222,40.4111111111111
"4453","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,96.5,NA,NA,1.98,140.802777777778,39.9694444444444
"4454","秋田県","鹿角市",NA,"湧泉","温泉・鉱泉",NA,NA,NA,94.4,NA,NA,1.75,140.802777777778,39.9694444444444
"4455","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,51,NA,NA,6,140.822222222222,39.9722222222222
"4456","秋田県","鹿角市",NA,"湧泉","温泉・鉱泉",NA,NA,NA,94.6,NA,NA,1.95,140.822222222222,39.9722222222222
"4457","秋田県","鹿角市",NA,"湧泉","温泉・鉱泉",NA,NA,NA,47.2,NA,NA,8.48,140.819444444444,40.0222222222222
"4458","秋田県","鹿角市",NA,"湧泉","温泉・鉱泉",NA,NA,NA,96.9,NA,NA,8.39,140.808333333333,40.0138888888889
"4459","秋田県","鹿角市",NA,"湧泉","温泉・鉱泉",NA,NA,NA,65.8,NA,NA,6.58,140.805555555556,40.0111111111111
"4460","秋田県","仙北郡田沢湖町",NA,"井戸","温泉・鉱泉","3.0",NA,NA,58.3,NA,NA,8.12,140.702777777778,39.9055555555556
"4461","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,99.1,NA,NA,1.15,140.730555555556,39.9583333333333
"4462","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,90.7,NA,NA,1.97,140.730555555556,39.9583333333333
"4463","秋田県","鹿角市",NA,"井戸","温泉・鉱泉",NA,NA,NA,96.9,NA,NA,4.23,140.822222222222,39.9722222222222
"4464","秋田県","鹿角市",NA,"湧泉","温泉・鉱泉",NA,NA,NA,76,NA,NA,2.08,140.788888888889,39.9944444444444
"4465","秋田県","鹿角市",NA,"湧泉","温泉・鉱泉",NA,NA,NA,42.7,NA,NA,2.85,140.797222222222,39.9972222222222
"4466","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,53.4,NA,NA,7.25,140.802777777778,39.8055555555556
"4467","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,42.5,NA,NA,6.82,140.802777777778,39.8
"4468","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,94.7,NA,NA,2.83,140.808333333333,39.8
"4469","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,69.2,NA,NA,7.25,140.808333333333,39.8027777777778
"4470","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,60,NA,NA,6.55,140.783333333333,39.8027777777778
"4471","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,90.1,NA,NA,2.8,140.813888888889,39.8
"4472","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,72.3,NA,NA,8.39,140.780555555556,39.9222222222222
"4473","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,67,NA,NA,8.31,140.780555555556,39.9222222222222
"4474","秋田県","鹿角市",NA,"湧泉","温泉・鉱泉",NA,NA,NA,91.1,NA,NA,8.35,140.808333333333,40.0138888888889
"4475","秋田県","鹿角市",NA,"湧泉","温泉・鉱泉",NA,NA,NA,63.2,NA,NA,9.15,140.841666666667,40.1222222222222
"4476","秋田県","北秋田郡森吉町",NA,"井戸","温泉・鉱泉","20.0",NA,NA,52.2,NA,NA,8.45,140.586111111111,40.0527777777778
"4477","秋田県","大館市",NA,"井戸","温泉・鉱泉","7.0",NA,NA,57.4,NA,NA,7.85,140.647222222222,40.2111111111111
"4478","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,98,NA,NA,1.08,140.730555555556,39.9583333333333
"4479","秋田県","仙北郡田沢湖町",NA,"井戸","温泉・鉱泉","0.0",NA,NA,38.3,NA,NA,8.12,140.697222222222,39.625
"4480","秋田県","仙北郡田沢湖町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,13.6,NA,NA,3.2,140.819444444444,39.7972222222222
"4481","秋田県","鹿角市八幡平字熊沢国有林",NA,"不明","温泉・鉱泉",NA,NA,NA,52,NA,NA,2.6,140.800555555556,39.9936111111111
"4482","秋田県","鹿角市八幡平字熊沢国有林",NA,"不明","温泉・鉱泉",NA,NA,NA,83,NA,NA,2.2,140.800833333333,39.9827777777778
"4483","秋田県","鹿角市八幡平字熊沢国有林",NA,"不明","温泉・鉱泉",NA,NA,NA,54,NA,NA,7,140.817222222222,39.9775
"4484","秋田県","鹿角市八幡平字熊沢国有林",NA,"湧泉","温泉・鉱泉",NA,NA,NA,96.9,"35.0",NA,4.23,140.833333333333,39.9708333333333
"4485","秋田県","鹿角市八幡平字熊沢国有林",NA,"湧泉","温泉・鉱泉",NA,NA,NA,96.5,NA,NA,1.98,140.812777777778,39.9638888888889
"4486","秋田県","鹿角市（秋田焼山火口）",NA,"不明","温泉・鉱泉",NA,NA,NA,95,NA,NA,2.05,140.77,39.9605555555556
"4487","秋田県","北秋田郡阿仁町打当字前山袋",NA,"井戸","温泉・鉱泉","420.0",NA,NA,52.6,"100.0",NA,7.16,140.551111111111,39.9133333333333
"4488","秋田県","北秋田郡阿仁町水無字上新町",NA,"不明","温泉・鉱泉",NA,NA,NA,11.4,NA,NA,5.9,140.413333333333,39.9875
"4489","秋田県","北秋田郡阿仁町水無字露熊釜ノ沢",NA,"不明","温泉・鉱泉",NA,NA,NA,10.5,NA,NA,5.4,140.390833333333,39.9691666666667
"4490","秋田県","北秋田郡阿仁町幸屋渡字前野",NA,"井戸","温泉・鉱泉","450.0",NA,NA,38,NA,NA,7.6,140.465555555556,39.9005555555556
"4491","秋田県","仙北郡田沢湖町玉川字大深沢",NA,"不明","温泉・鉱泉",NA,NA,NA,93,NA,NA,2.35,140.828055555556,39.9622222222222
"4492","秋田県","仙北郡田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,98,NA,NA,1.98,140.8275,39.9563888888889
"4493","秋田県","仙北郡田沢湖町玉川",NA,"不明","温泉・鉱泉",NA,NA,NA,95,NA,NA,2.05,140.7425,39.9608333333333
"4494","秋田県","仙北郡田沢湖町玉川字渋黒沢国有林",NA,"湧泉","温泉・鉱泉",NA,NA,NA,99.1,NA,NA,1.15,140.73,39.9538888888889
"4495","秋田県","仙北郡田沢湖町",NA,"不明","温泉・鉱泉",NA,NA,NA,95,NA,NA,1.18,140.814166666667,39.9308333333333
"4496","秋田県","仙北郡田沢湖町田沢字大黒沢",NA,"湧泉","温泉・鉱泉",NA,NA,NA,72.3,NA,NA,8.39,140.788611111111,39.9208333333333
"4497","秋田県","仙北郡田沢湖町玉川字下カキ沢国有林",NA,"湧泉","温泉・鉱泉",NA,NA,NA,59,"9.3",NA,8.4,140.710277777778,39.9036111111111
"4498","秋田県","仙北郡田沢湖町玉川",NA,"不明","温泉・鉱泉",NA,NA,NA,39,NA,NA,8.62,140.698611111111,39.8841666666667
